time,loc,locOrig
16-May-2021 16:00:00,"בית שקמה","בת הדר"
16-May-2021 16:00:00,"כפר עזה","כפר עזה"
16-May-2021 16:00:00,"רעים","רעים"
16-May-2021 16:00:00,"אשקלון","אשקלון"
16-May-2021 16:00:00,"יד מרדכי","יד מרדכי"
16-May-2021 16:00:00,"זיקים","זיקים"
16-May-2021 16:00:00,"ניר עם","מטווח ניר עם"
16-May-2021 16:00:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
16-May-2021 16:00:00,"נחל עוז","נחל עוז"
16-May-2021 16:00:00,"ניר עם","ניר עם"
16-May-2021 16:00:00,"שדרות","שדרות, איבים"
16-May-2021 16:00:00,"מפלסים","מפלסים"
16-May-2021 16:00:00,"גבים","גבים, מכללת ספיר"
16-May-2021 16:00:00,"כרמייה","כרמיה"
16-May-2021 16:00:00,"מבקיעים","מבקיעים"
16-May-2021 16:00:00,"נתיב העשרה","נתיב העשרה"
16-May-2021 15:59:00,"עין השלושה","עין השלושה"
16-May-2021 15:59:00,"כיסופים","כיסופים"
16-May-2021 15:59:00,"נירים","נירים"
16-May-2021 15:53:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
16-May-2021 15:53:00,"זיקים","זיקים"
16-May-2021 15:44:00,"חולית","חולית"
16-May-2021 15:43:00,"פרי גן","פרי גן"
16-May-2021 15:43:00,"ניר יצחק","ניר יצחק"
16-May-2021 15:43:00,"סופה","סופה"
16-May-2021 15:02:00,"נחל עוז","נחל עוז"
16-May-2021 14:20:00,"כיסופים","כיסופים"
16-May-2021 14:13:00,"זמרת ושובה","זמרת ושובה"
16-May-2021 14:13:00,"נתיבות","נתיבות"
16-May-2021 14:13:00,"תקומה","תקומה וחוות יזרעם"
16-May-2021 14:13:00,"תקומה","תקומה"
16-May-2021 14:13:00,"עלומים","עלומים"
16-May-2021 14:13:00,"בארי","בארי"
16-May-2021 14:13:00,"שוקדה","שוקדה"
16-May-2021 14:13:00,"כפר מימון ותושיה","כפר מימון ותושיה"
16-May-2021 14:03:00,"מעגלים","מעגלים גבעולים מלילות"
16-May-2021 14:03:00,"שיבולים","שיבולים"
16-May-2021 14:03:00,"שוקדה","שוקדה"
16-May-2021 14:03:00,"בית הגדי","בית הגדי"
16-May-2021 14:03:00,"עלומים","עלומים"
16-May-2021 14:03:00,"תקומה","תקומה וחוות יזרעם"
16-May-2021 14:03:00,"נחל עוז","נחל עוז"
16-May-2021 14:03:00,"כפר מימון ותושיה","כפר מימון ותושיה"
16-May-2021 14:03:00,"סעד","סעד"
16-May-2021 14:03:00,"זמרת ושובה","זמרת ושובה"
16-May-2021 14:03:00,"שרשרת","שרשרת"
16-May-2021 14:03:00,"נתיבות","נתיבות"
16-May-2021 14:03:00,"תקומה","תקומה"
16-May-2021 13:44:00,"בית שקמה","בית שקמה"
16-May-2021 13:44:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
16-May-2021 13:44:00,"גברעם","גברעם"
16-May-2021 13:44:00,"מבקיעים","מבקיעים"
16-May-2021 13:44:00,"גיאה","גיאה"
16-May-2021 13:44:00,"יד מרדכי","יד מרדכי"
16-May-2021 13:44:00,"נתיב העשרה","נתיב העשרה"
16-May-2021 13:44:00,"תלמי יפה","תלמי יפה"
16-May-2021 13:39:00,"ניר עוז","ניר עוז"
16-May-2021 13:36:00,"נחל עוז","נחל עוז"
16-May-2021 13:21:00,"נירים","נירים"
16-May-2021 13:18:00,"יבול","יבול"
16-May-2021 13:18:00,"שלומית","שלומית"
16-May-2021 13:15:00,"פרי גן","פרי גן"
16-May-2021 13:15:00,"תלמי יוסף","תלמי יוסף"
16-May-2021 13:15:00,"חולית","חולית"
16-May-2021 13:15:00,"יבול","יבול"
16-May-2021 13:15:00,"שדי אברהם","שדה אברהם"
16-May-2021 13:15:00,"יתד","יתד"
16-May-2021 13:15:00,"דקל","דקל"
16-May-2021 13:15:00,"יתד","אבשלום"
16-May-2021 13:06:00,"ניר עם","מטווח ניר עם"
16-May-2021 13:06:00,"שדרות","שדרות, איבים"
16-May-2021 13:06:00,"גבים","גבים, מכללת ספיר"
16-May-2021 13:06:00,"מפלסים","מפלסים"
16-May-2021 13:06:00,"ניר עם","ניר עם"
16-May-2021 12:58:00,"גבים","גבים, מכללת ספיר"
16-May-2021 12:58:00,"ניר עם","מטווח ניר עם"
16-May-2021 12:58:00,"ניר עם","ניר עם"
16-May-2021 12:58:00,"שדרות","שדרות, איבים"
16-May-2021 12:58:00,"מפלסים","מפלסים"
16-May-2021 12:46:00,"ניר עם","מטווח ניר עם"
16-May-2021 12:46:00,"מפלסים","מפלסים"
16-May-2021 12:46:00,"ניר עם","ניר עם"
16-May-2021 12:46:00,"גבים","גבים, מכללת ספיר"
16-May-2021 12:46:00,"שדרות","שדרות, איבים"
16-May-2021 12:43:00,"ניר עוז","ניר עוז"
16-May-2021 12:43:00,"עין השלושה","עין השלושה"
16-May-2021 12:43:00,"נירים","נירים"
16-May-2021 12:27:00,"חצור","חצור"
16-May-2021 12:27:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
16-May-2021 12:27:00,"אשדוד","אזור תעשייה עד הלום"
16-May-2021 12:27:00,"בית עזרא","בית עזרא"
16-May-2021 12:27:00,"כפר ורבורג","כפר ורבורג"
16-May-2021 12:27:00,"עזר","עזר"
16-May-2021 12:27:00,"שפיר","שפיר"
16-May-2021 12:27:00,"באר טוביה","באר טוביה"
16-May-2021 12:27:00,"אורות","אורות"
16-May-2021 12:27:00,"עזריקם","עזריקם"
16-May-2021 12:27:00,"גבעתי","גבעתי"
16-May-2021 12:27:00,"אביגדור","אביגדור"
16-May-2021 12:27:00,"שדה עוזיהו","שדה עוזיהו"
16-May-2021 12:27:00,"ניצן","ניצן"
16-May-2021 12:27:00,"זרחיה","זרחיה"
16-May-2021 12:27:00,"מרכז שפירא","מרכז שפירא"
16-May-2021 12:27:00,"עין צורים","עין צורים"
16-May-2021 12:27:00,"תימורים","תימורים"
16-May-2021 12:27:00,"אמונים","אמונים"
16-May-2021 12:27:00,"כרם ביבנה","כרם ביבנה"
16-May-2021 12:27:00,"עשרת","עשרת"
16-May-2021 12:27:00,"נווה מבטח","נווה מבטח"
16-May-2021 12:27:00,"קבוצת יבנה","קבוצת יבנה"
16-May-2021 12:27:00,"כפר מרדכי","כפר מרדכי"
16-May-2021 12:27:00,"שדמה","שדמה"
16-May-2021 12:27:00,"משגב דב","משגב דב"
16-May-2021 12:27:00,"גבעת וושינגטון","גבעת וושינגטון"
16-May-2021 12:27:00,"מישר","מישר"
16-May-2021 12:26:00,"תימורים","אזור תעשייה תימורים"
16-May-2021 12:26:00,"כפר אחים","כפר אחים"
16-May-2021 12:26:00,"קריית מלאכי","קריית מלאכי"
16-May-2021 12:26:00,"ינון","ינון"
16-May-2021 12:26:00,"ביצרון","ביצרון"
16-May-2021 12:26:00,"כפר הרי''ף וצומת ראם","כפר הרי''ף וצומת ראם"
16-May-2021 12:26:00,"אחווה","אחווה"
16-May-2021 12:26:00,"שתולים","שתולים"
16-May-2021 12:26:00,"ערוגות","ערוגות"
16-May-2021 12:26:00,"גן יבנה","גן יבנה"
16-May-2021 12:26:00,"תלמי יחיאל","תלמי יחיאל"
16-May-2021 12:26:00,"כפר סילבר","כפר סילבר"
16-May-2021 12:26:00,"בית שקמה","בת הדר"
16-May-2021 12:26:00,"תלמי יפה","תלמי יפה"
16-May-2021 12:26:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
16-May-2021 12:26:00,"גיאה","גיאה"
16-May-2021 12:26:00,"משען","משען"
16-May-2021 12:26:00,"מבקיעים","מבקיעים"
16-May-2021 12:26:00,"ברכיה","ברכיה"
16-May-2021 12:26:00,"בית שקמה","בית שקמה"
16-May-2021 12:26:00,"אשקלון","אשקלון"
16-May-2021 12:26:00,"אשקלון","אזור תעשייה צפוני אשקלון"
16-May-2021 12:25:00,"כיסופים","כיסופים"
16-May-2021 12:17:00,"שוקדה","שוקדה"
16-May-2021 12:17:00,"שרשרת","שרשרת"
16-May-2021 12:17:00,"נחל עוז","נחל עוז"
16-May-2021 12:17:00,"שיבולים","שיבולים"
16-May-2021 12:17:00,"נתיבות","נתיבות"
16-May-2021 12:17:00,"כפר מימון ותושיה","כפר מימון ותושיה"
16-May-2021 12:17:00,"תקומה","תקומה"
16-May-2021 12:17:00,"זמרת ושובה","זמרת ושובה"
16-May-2021 12:17:00,"בית הגדי","בית הגדי"
16-May-2021 12:17:00,"סעד","סעד"
16-May-2021 12:17:00,"תקומה","תקומה וחוות יזרעם"
16-May-2021 12:15:00,"ניר עוז","ניר עוז"
16-May-2021 10:59:00,"שדה ניצן","שדה ניצן"
16-May-2021 10:59:00,"מבטחים","מבטחים עמיעוז ישע"
16-May-2021 10:59:00,"עין הבשור","עין הבשור"
16-May-2021 10:59:00,"צוחר ואוהד","צוחר ואוהד"
16-May-2021 10:59:00,"תלמי אליהו","תלמי אליהו"
16-May-2021 10:18:00,"עין השלושה","עין השלושה"
16-May-2021 10:18:00,"נירים","נירים"
16-May-2021 06:19:00,"ברכיה","ברכיה"
16-May-2021 06:19:00,"ניצנים","ניצנים"
16-May-2021 06:19:00,"ניר ישראל","ניר ישראל"
16-May-2021 06:19:00,"הודייה","הודיה"
16-May-2021 05:58:00,"נחל עוז","נחל עוז"
16-May-2021 02:24:00,"באר שבע","באר שבע - מערב"
16-May-2021 02:23:00,"באר שבע","באר שבע - דרום"
16-May-2021 02:23:00,"חצרים","חצרים"
16-May-2021 02:22:00,"באר שבע","באר שבע - מזרח"
16-May-2021 02:22:00,"עומר","עומר"
16-May-2021 02:22:00,"באר שבע","באר שבע - מערב"
16-May-2021 02:22:00,"להבים","להבים"
16-May-2021 02:22:00,"באר שבע","באר שבע - צפון"
16-May-2021 02:22:00,"משמר הנגב","משמר הנגב"
16-May-2021 02:22:00,"תראבין א-צאנע ופזורה","תראבין א-צאנע ופזורה"
16-May-2021 02:22:00,"גבעות בר","גבעות בר"
16-May-2021 02:22:00,"תפרח","תפרח"
16-May-2021 02:22:00,"אזור תעשייה עידן הנגב","אזור תעשייה עידן הנגב"
16-May-2021 02:22:00,"לקיה","לקיה והפזורה"
16-May-2021 02:22:00,"רהט","רהט והפזורה"
16-May-2021 02:22:00,"אשל הנשיא","אשל הנשיא"
16-May-2021 01:58:00,"כרם שלום","כרם שלום"
16-May-2021 00:58:00,"נתיבות","נתיבות"
16-May-2021 00:58:00,"תקומה","תקומה וחוות יזרעם"
16-May-2021 00:57:00,"תקומה","תקומה"
16-May-2021 00:56:00,"נתיבות","נתיבות"
16-May-2021 00:56:00,"זמרת ושובה","זמרת ושובה"
16-May-2021 00:56:00,"תקומה","תקומה וחוות יזרעם"
16-May-2021 00:26:00,"עין השלושה","עין השלושה"
16-May-2021 00:26:00,"כיסופים","כיסופים"
16-May-2021 00:22:00,"ביצרון","ביצרון"
16-May-2021 00:22:00,"כרם ביבנה","כרם ביבנה"
16-May-2021 00:22:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
16-May-2021 00:22:00,"ניר גלים","ניר גלים"
16-May-2021 00:22:00,"גבעת וושינגטון","גבעת וושינגטון"
16-May-2021 00:22:00,"כפר אביב","כפר אביב"
16-May-2021 00:22:00,"מתחם בני דרום","מתחם בני דרום"
16-May-2021 00:22:00,"אשדוד","אשדוד - ג,ו,ז"
16-May-2021 00:22:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
16-May-2021 00:22:00,"גן יבנה","גן יבנה"
16-May-2021 00:22:00,"בני דרום","בני דרום"
16-May-2021 00:22:00,"גן הדרום","גן הדרום"
16-May-2021 00:22:00,"קבוצת יבנה","קבוצת יבנה"
16-May-2021 00:22:00,"אשדוד","אשדוד - א,ב,ד,ה"
16-May-2021 00:22:00,"גאליה","גאליה"
16-May-2021 00:22:00,"מעון צופיה","מעון צופיה"
16-May-2021 00:21:00,"כפר הנגיד","כפר הנגיד"
16-May-2021 00:21:00,"בן זכאי","בן זכאי"
16-May-2021 00:21:00,"יבנה","יבנה"
16-May-2021 00:21:00,"משגב דב","משגב דב"
16-May-2021 00:21:00,"קדרון","קדרון"
16-May-2021 00:21:00,"בית אלעזרי","בית אלעזרי"
16-May-2021 00:21:00,"נווה מבטח","נווה מבטח"
16-May-2021 00:21:00,"שדמה","שדמה"
16-May-2021 00:21:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
16-May-2021 00:21:00,"בניה","בניה"
16-May-2021 00:21:00,"בית גמליאל","בית גמליאל"
16-May-2021 00:21:00,"כפר מרדכי","כפר מרדכי"
16-May-2021 00:21:00,"גדרה","גדרה"
16-May-2021 00:21:00,"מישר","מישר"
16-May-2021 00:21:00,"כנות","כנות"
16-May-2021 00:21:00,"עשרת","עשרת"
16-May-2021 00:21:00,"אזור תעשייה כנות","אזור תעשייה כנות"
16-May-2021 00:21:00,"פלמחים","פארק תעשיות פלמחים"
16-May-2021 00:21:00,"נטעים","גן שורק"
16-May-2021 00:21:00,"בית חנן","בית חנן"
16-May-2021 00:21:00,"גבעת שמואל","גבעת שמואל"
16-May-2021 00:21:00,"נטעים","נטעים"
16-May-2021 00:21:00,"מקווה ישראל","מקווה ישראל"
16-May-2021 00:21:00,"משמר השבעה","משמר השבעה"
16-May-2021 00:21:00,"חולון","חולון"
16-May-2021 00:21:00,"גבעתיים","גבעתיים"
16-May-2021 00:21:00,"תל אביב","תל אביב - מרכז העיר"
16-May-2021 00:21:00,"בת-ים","בת-ים"
16-May-2021 00:21:00,"בני ברק","בני ברק"
16-May-2021 00:21:00,"תל אביב","תל אביב - דרום העיר ויפו"
16-May-2021 00:21:00,"רמת גן","רמת גן - מזרח"
16-May-2021 00:21:00,"אזור","אזור"
16-May-2021 00:21:00,"קריית אונו","קריית אונו"
16-May-2021 00:21:00,"רמת גן","רמת גן - מערב"
16-May-2021 00:21:00,"תל אביב","תל אביב - עבר הירקון"
16-May-2021 00:21:00,"תל אביב","תל אביב - מזרח"
16-May-2021 00:21:00,"פלמחים","פלמחים"
16-May-2021 00:21:00,"כפר קאסם","כפר קאסם"
16-May-2021 00:21:00,"שוהם","שהם"
16-May-2021 00:21:00,"עינת","עינת"
16-May-2021 00:21:00,"כפר חב''ד","כפר חב''ד"
16-May-2021 00:21:00,"צפריה","צפריה"
16-May-2021 00:21:00,"ראשון לציון","תעשיון צריפין"
16-May-2021 00:21:00,"נחלים","נחלים"
16-May-2021 00:21:00,"נופך","נופך"
16-May-2021 00:21:00,"בית דגן","בית דגן"
16-May-2021 00:21:00,"גינתון","גינתון"
16-May-2021 00:21:00,"בית נחמיה","בית נחמיה"
16-May-2021 00:21:00,"נען","נען"
16-May-2021 00:21:00,"מגשימים","מגשימים"
16-May-2021 00:21:00,"נס ציונה","נס ציונה"
16-May-2021 00:21:00,"כפר ביל''ו","כפר ביל''ו"
16-May-2021 00:21:00,"חדיד","חדיד"
16-May-2021 00:21:00,"בני עטרות","בני עטרות"
16-May-2021 00:21:00,"רינתיה","רינתיה"
16-May-2021 00:21:00,"סתרייה","סתריה"
16-May-2021 00:21:00,"עיינות","עיינות"
16-May-2021 00:21:00,"מצליח","מצליח"
16-May-2021 00:21:00,"ברקת","ברקת"
16-May-2021 00:21:00,"ראשון לציון","ראשון לציון - מערב"
16-May-2021 00:21:00,"כפר נוער בן שמן","כפר נוער בן שמן"
16-May-2021 00:21:00,"בן שמן","בן שמן"
16-May-2021 00:21:00,"מזור","מזור"
16-May-2021 00:21:00,"אזור תעשייה אפק ולב הארץ","אזור תעשייה אפק ולב הארץ"
16-May-2021 00:21:00,"נחשונים","נחשונים"
16-May-2021 00:21:00,"חצב","תעשיון חצב"
16-May-2021 00:21:00,"כפר טרומן","כפר טרומן"
16-May-2021 00:21:00,"בית עריף","בית עריף"
16-May-2021 00:21:00,"בארות יצחק","בארות יצחק"
16-May-2021 00:21:00,"קריית עקרון","קריית עקרון"
16-May-2021 00:21:00,"רחובות","רחובות"
16-May-2021 00:21:00,"קרני שומרון","קרני שומרון"
16-May-2021 00:21:00,"מעלה שומרון","מעלה שומרון"
16-May-2021 00:21:00,"שערי תקווה","שערי תקווה"
16-May-2021 00:21:00,"גיבתון","גיבתון"
16-May-2021 00:21:00,"זיתן","זיתן"
16-May-2021 00:21:00,"באר יעקב","באר יעקב"
16-May-2021 00:21:00,"רמלה","רמלה"
16-May-2021 00:21:00,"ראש העין","ראש העין"
16-May-2021 00:21:00,"יגל","יגל"
16-May-2021 00:21:00,"גבעת כ''ח","גבעת כ''ח"
16-May-2021 00:21:00,"לוד","לוד"
16-May-2021 00:21:00,"ניר צבי","ניר צבי"
16-May-2021 00:21:00,"אחיעזר","אחיעזר"
16-May-2021 00:21:00,"נצר סרני","נצר סרני"
16-May-2021 00:21:00,"טירת יהודה","טירת יהודה"
16-May-2021 00:21:00,"גן שלמה","גן שלמה"
16-May-2021 00:21:00,"ישרש","ישרש"
16-May-2021 00:21:00,"גבעת ברנר","גבעת ברנר"
16-May-2021 00:21:00,"אלעד","אלעד"
16-May-2021 00:17:00,"בית עזרא","בית עזרא"
16-May-2021 00:17:00,"אמונים","אמונים"
16-May-2021 00:17:00,"ניצן","ניצן"
16-May-2021 00:16:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
16-May-2021 00:16:00,"אשדוד","אשדוד - א,ב,ד,ה"
16-May-2021 00:16:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
16-May-2021 00:16:00,"מתחם בני דרום","מתחם בני דרום"
16-May-2021 00:16:00,"אשדוד","אזור תעשייה עד הלום"
16-May-2021 00:16:00,"אשדוד","אשדוד - ג,ו,ז"
16-May-2021 00:16:00,"גן יבנה","גן יבנה"
16-May-2021 00:16:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
16-May-2021 00:16:00,"שדה עוזיהו","שדה עוזיהו"
16-May-2021 00:16:00,"שתולים","שתולים"
16-May-2021 00:16:00,"בני דרום","בני דרום"
16-May-2021 00:16:00,"גן הדרום","גן הדרום"
16-May-2021 00:15:00,"באר יעקב","באר יעקב"
16-May-2021 00:15:00,"רמלה","רמלה"
16-May-2021 00:15:00,"ראשון לציון","תעשיון צריפין"
16-May-2021 00:15:00,"ניר צבי","ניר צבי"
16-May-2021 00:15:00,"אחיעזר","אחיעזר"
16-May-2021 00:15:00,"משמר השבעה","משמר השבעה"
